Date,Time,Temp(Celsius),Humidity,crc_check
##########
2018-11-30,14:44:22:783724,24.0,20.3,1
2018-11-30,14:45:21:783776,24.1,20.1,1
2018-11-30,14:46:20:786884,24.1,20.0,1
2018-11-30,14:47:19:790392,24.1,19.8,1
2018-11-30,14:48:18:789650,24.1,19.6,1
2018-11-30,14:49:17:792520,24.1,19.5,1
2018-11-30,14:50:16:793374,24.1,19.4,1
2018-11-30,14:51:15:795096,24.1,19.5,1
