Date,Time,Temp(Celsius),Humidity,crc_check
BBBBBBBBBB
2018-11-15,16:13:45:783580,21.7,24.0,1
2018-11-15,16:14:44:786177,21.7,24.0,1
2018-11-15,16:15:43:788752,21.8,24.0,1
2018-11-15,16:16:42:789716,21.9,23.9,1
2018-11-15,16:17:41:808431,21.8,23.9,1
2018-11-15,16:18:40:809306,21.9,23.9,1
2018-11-15,16:19:39:828480,21.9,23.9,1
2018-11-15,16:20:38:830547,22.0,24.0,1
2018-11-15,16:21:37:831919,22.0,24.2,1
2018-11-15,16:22:36:849938,22.1,24.3,1
2018-11-15,16:23:35:851528,22.1,24.2,1
