Date,Time,Analog_Voltage
##########
2018-11-09,18:53:24:680598,0.49
2018-11-09,18:54:23:703049,0.49
2018-11-09,18:55:22:703263,0.49
2018-11-09,18:56:21:703121,0.49
2018-11-09,18:57:20:722834,0.49
2018-11-09,18:58:19:722030,0.50
2018-11-09,18:59:18:742373,0.50
2018-11-09,19:00:17:742230,0.49
2018-11-09,19:01:16:761252,0.49
