Date,Time,Temp(Celsius),Humidity,crc_check
BBBBBBBBBB
2018-11-09,18:53:24:680598,24.4,23.1,1
2018-11-09,18:54:23:703049,26.8,21.0,1
2018-11-09,18:55:22:703263,26.7,20.5,1
2018-11-09,18:56:21:703121,26.7,19.8,1
2018-11-09,18:57:20:722834,26.8,19.4,1
2018-11-09,18:58:19:722030,26.7,18.9,1
2018-11-09,18:59:18:742373,26.7,18.9,1
2018-11-09,19:00:17:742230,26.7,18.6,1
2018-11-09,19:01:16:761252,26.7,18.6,1
